Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7J7D2Ezp32LxlYuNTZX48n,"So Far Away (feat. Jamie Scott & Romy Dya) - Nicky Romero Remix","So Far Away (feat. Jamie Scott & Romy Dya) [Remixes Vol. 1]","Martin Garrix;David Guetta;Jamie Scott;Romy Dya;Nicky Romero",2017-12-29,342857,31,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:58:07Z,"電子舞曲,漸進浩室,電子音樂,big room,電子浩室","Epic Amsterdam",0.569,0.493,6,-4.89,0,0.0443,0.0196,0.0001,0.0417,0.242,125.967,4
spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,"So Am I","So Am I","Ava Max",2019-03-07,183026,2,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:58:10Z,"","Atlantic Records",0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,4
spotify:track:7qiZfU4dY1lWllzX7mPBI3,"Shape of You","÷ (Deluxe)","Ed Sheeran",2017-03-03,233712,91,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:58:12Z,"軟式流行樂","Atlantic Records UK",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
spotify:track:2JzZzZUQj3Qff7wapcbKjc,"See You Again (feat. Charlie Puth)","See You Again (feat. Charlie Puth)","Wiz Khalifa;Charlie Puth",2015,229525,85,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:58:15Z,"軟式流行樂","Atlantic Records",0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,4
spotify:track:5uSFGgIfHMT3osrAd9n9ym,"Forget Me","Forget Me","Lewis Capaldi",2022-09-09,203472,3,false,791qjlx1xymqu60b4wrzoncpw,2022-10-06T23:53:39Z,"軟式流行樂","Vertigo Berlin",0.437,0.746,1,-3.537,0,0.0846,0.255,0,0.37,0.688,203.835,4
spotify:track:3KkXRkHbMCARz0aVfEt68P,"Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone;Swae Lee",2018-12-14,158040,85,false,791qjlx1xymqu60b4wrzoncpw,2023-04-30T16:07:56Z,"","Universal Records",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
spotify:track:6qYkmqFsXbj8CQjAdbYz07,"Blinding Lights","Blinding Lights","The Weeknd",2020-09-11,200045,64,false,791qjlx1xymqu60b4wrzoncpw,2023-04-30T16:08:38Z,"","The Weeknd/Lyric",0.515,0.726,1,-5.926,1,0.0547,0.00152,0.00015,0.087,0.35,170.987,4
spotify:track:5vxYlfDlOeNRx9YgE9k2dQ,"Hollow - Lø's Version","Hollow (Lø's Version)","Lø Spirit;Dabin;Kai Wachi",2023-02-24,225103,53,false,791qjlx1xymqu60b4wrzoncpw,2023-05-04T16:28:49Z,"旋律貝斯,未來貝斯,電子舞曲,chillstep,迴響貝斯,deathstep,riddim,貝斯音樂","Kannibalen Records",0.473,0.525,2,-7.26,0,0.0355,0.173,0,0.161,0.305,144.978,4
spotify:track:58zsLZPvfflaiIbNWoA22O,"Human","Human (Deluxe)","Rag'n'Bone Man",2017-02-10,200192,81,false,791qjlx1xymqu60b4wrzoncpw,2023-08-26T15:20:35Z,"","Best Laid Plans/Columbia",0.602,0.707,9,-4.097,1,0.302,0.393,0,0.165,0.554,75.087,4
spotify:track:6maTPqynTmrkWIralgGaoP,"If We Ever Broke Up","If We Ever Broke Up","Mae Stephens",2023-02-10,142758,69,true,791qjlx1xymqu60b4wrzoncpw,2023-09-03T16:33:20Z,"","EMI",0.898,0.734,7,-4.028,1,0.0427,0.587,0.00000518,0.0912,0.94,115.948,4
spotify:track:48QmG1dfvMuYLxMPt7KSRA,"No Lie","Mad Love The Prequel","Sean Paul;Dua Lipa",2018-06-29,221176,88,false,791qjlx1xymqu60b4wrzoncpw,2023-09-04T05:30:48Z,"舞廳雷鬼,流行樂","Universal-Island Records Ltd.",0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,4
spotify:track:7mykoq6R3BArsSpNDjFQTm,"I Really Want to Stay at Your House","Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)","Rosa Walton;Hallie Coggins",2020-12-18,246652,79,false,791qjlx1xymqu60b4wrzoncpw,2023-09-04T05:31:10Z,"","Lakeshore Records",0.49,0.738,3,-7.399,0,0.0367,0.00237,0.00000458,0.0851,0.126,124.966,4
spotify:track:2P4OICZRVAQcYAV2JReRfj,"Waiting For Love","Stories","Avicii",2015-10-02,230613,85,false,791qjlx1xymqu60b4wrzoncpw,2023-09-05T04:42:15Z,"電子舞曲","Pophouse Entertainment Group",0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,4
spotify:track:73GKs8oNFFmtomWj7EsSU0,"Last Resort - Reimagined","Last Resort (Reimagined)","Falling In Reverse",2023-06-26,283714,62,true,791qjlx1xymqu60b4wrzoncpw,2023-09-11T10:39:44Z,"emo,饒舌金屬樂","Epitaph",0.356,0.333,5,-6.892,0,0.0314,0.317,0,0.0849,0.12,140.133,4
spotify:track:5XUuldRjPXcP5QxyEN4IXT,"Voices In My Head","Voices In My Head","Falling In Reverse",2022-05-31,191414,64,true,791qjlx1xymqu60b4wrzoncpw,2023-09-11T10:41:17Z,"emo,饒舌金屬樂","Epitaph",0.546,0.898,2,-3.067,0,0.162,0.0266,0,0.129,0.639,173.17,4
spotify:track:4RxyIfOAN8HsjBBoKKt0A4,"Fly Me to the Moon","Fly Me to the Moon","Joytastic Sarah",2019-10-16,190902,51,false,791qjlx1xymqu60b4wrzoncpw,2023-09-12T08:18:56Z,"","991577 Records DK",0.721,0.2,6,-16.09,0,0.041,0.921,0.0159,0.0983,0.157,144.027,4
spotify:track:3b9SvMTpQpHbBgbXI8kyp1,"Kodak","Kodak","WUGZ;Austin Prince;_noah",2023-08-29,193666,31,false,791qjlx1xymqu60b4wrzoncpw,2023-09-15T15:30:16Z,"","MOUSE BRAIN RECORDS",0.8,0.674,2,-7.366,1,0.216,0.689,0.0000358,0.117,0.498,90.03,4
spotify:track:6SZhocIn41GZ4mOF15r42Q,"Rising Up","Rising Up","Fate Under Fire",2023-08-04,194438,29,false,791qjlx1xymqu60b4wrzoncpw,2023-09-15T15:40:53Z,"","Fate Under Fire",0.567,0.754,5,-6.665,0,0.0334,0.0478,0.000154,0.163,0.608,77.992,4
spotify:track:5mjYQaktjmjcMKcUIcqz4s,"Strangers","Strangers","Kenya Grace",2023-09-01,172964,77,false,791qjlx1xymqu60b4wrzoncpw,2023-09-23T02:57:04Z,"","Warner Records/Major Recordings",0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
spotify:track:272Wknlq3GPjkoFUuLDHKx,"Doomsday","Doomsday","Jared Benjamin",2023-09-22,148640,55,true,791qjlx1xymqu60b4wrzoncpw,2024-01-14T16:06:32Z,"","Jared Benjamin Music",0.71,0.755,9,-4.568,0,0.27,0.0603,0,0.329,0.739,174.245,4
spotify:track:4NRdJDUsDOgckN1fGxhFdI,"Clown","Clown","John Michael Howell",2022-12-30,170400,48,false,791qjlx1xymqu60b4wrzoncpw,2024-01-14T16:06:57Z,"流行創作歌手","John Michael Howell",0.774,0.587,0,-6.765,1,0.0396,0.52,0,0.126,0.789,100.041,4
spotify:track:0F7FA14euOIX8KcbEturGH,"Old Town Road","7","Lil Nas X",2019-06-21,113000,75,false,791qjlx1xymqu60b4wrzoncpw,2024-04-17T17:50:20Z,"","Columbia",0.907,0.53,1,-6.112,1,0.127,0.0578,0.00000223,0.101,0.507,135.998,4
spotify:track:1SC5rEoYDGUK4NfG82494W,"MONTERO (Call Me By Your Name)","MONTERO","Lil Nas X",2021-09-17,137704,76,true,791qjlx1xymqu60b4wrzoncpw,2024-04-17T17:50:42Z,"","Columbia",0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,4
spotify:track:2UerDbZznc07mmGMD3WfHH,"it boy","it boy","bbno$",2024-05-24,145846,1,true,791qjlx1xymqu60b4wrzoncpw,2024-07-06T08:08:10Z,"","bbno$",0.763,0.885,9,-6.388,1,0.0552,0.00179,0.000601,0.278,0.821,129.983,4
spotify:track:4K9fCsfAZmLogvDKKIRgCa,"Tek It","Tek It (I Watch the Moon)","Cafuné",2019,191823,73,false,791qjlx1xymqu60b4wrzoncpw,2024-08-15T17:03:12Z,"","Elektra (NEK)",0.423,0.913,8,-5.354,1,0.0655,0.0000653,0,0.269,0.596,146.995,4
spotify:track:62bOmKYxYg7dhrC6gH9vFn,"Bye Bye Bye","No Strings Attached","*NSYNC",2000-03-21,200400,81,false,791qjlx1xymqu60b4wrzoncpw,2024-08-28T13:58:44Z,"","Jive",0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4
spotify:track:2iUXsYOEPhVqEBwsqP70rE,"Youngblood","Youngblood (Deluxe)","5 Seconds of Summer",2018-06-15,203417,82,false,791qjlx1xymqu60b4wrzoncpw,2024-09-08T07:28:56Z,"","Capitol",0.597,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.276,4
spotify:track:2plbrEY59IikOBgBGLjaoe,"Die With A Smile","Die With A Smile","Lady Gaga;Bruno Mars",2024-08-16,251667,92,false,791qjlx1xymqu60b4wrzoncpw,2024-11-05T11:55:43Z,"藝術流行樂,流行樂","Interscope",0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
spotify:track:3be9ACTxtcL6Zm4vJRUiPG,"blue","blue","yung kai",2024-08-02,214357,83,false,791qjlx1xymqu60b4wrzoncpw,2025-02-01T17:03:38Z,"","BMG Rights Management (US) LLC",0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3
spotify:track:5SPT1KuklXBFoBc5QdphOC,"The Way I Still Love You","Reynard Silva","Reynard Silva",2014-03-05,226829,61,false,791qjlx1xymqu60b4wrzoncpw,2025-02-26T15:00:38Z,"","Kurado Music, LLC",0.629,0.709,8,-4.334,1,0.0352,0.615,0,0.104,0.488,86.97,4
spotify:track:3SAga35lAPYdjj3qyfEsCF,"Feel It (From “Invincible”)","Feel It (From “Invincible”)","d4vd",2024-03-28,157974,80,false,791qjlx1xymqu60b4wrzoncpw,2025-04-08T07:19:26Z,"","Darkroom/Interscope Records",0.565,0.593,8,-5.864,1,0.0883,0.0288,0,0.215,0.429,120.509,4
spotify:track:3JsydWaf2Ev4ehaLUjj3SY,"Confident","Journals","Justin Bieber;Chance the Rapper",2014-05-13,248133,89,false,791qjlx1xymqu60b4wrzoncpw,2025-09-22T04:59:54Z,"","RBMG/Def Jam",0.741,0.565,5,-5.448,0,0.108,0.114,0,0.205,0.892,134.122,4
spotify:track:3qhlB30KknSejmIvZZLjOD,"End of Beginning","DECIDE","Djo",2022-09-16,159245,98,false,791qjlx1xymqu60b4wrzoncpw,2026-01-07T10:17:21Z,"","Djo",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
spotify:track:2K87XMYnUMqLcX3zvtAF4G,"Drag Me Down","Made In The A.M. (Deluxe Edition)","One Direction",2015-11-13,192112,81,false,791qjlx1xymqu60b4wrzoncpw,2026-03-10T12:42:22Z,"","Syco Music",0.731,0.703,0,-5.672,0,0.0368,0.111,0,0.0657,0.595,138.111,4
spotify:track:0qOnSQQF0yzuPWsXrQ9paz,"Stereo Hearts (feat. Adam Levine)","The Papercut Chronicles II","Gym Class Heroes;Adam Levine",2011-11-11,210960,86,false,791qjlx1xymqu60b4wrzoncpw,2026-03-10T12:46:25Z,"","Decaydance/Fueled By Ramen",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
spotify:track:43iIQbw5hx986dUEZbr3eN,"From The Start","Bewitched","Laufey",2023-09-08,169573,88,false,791qjlx1xymqu60b4wrzoncpw,2026-03-25T05:54:40Z,"","Laufey",0.554,0.339,1,-10.088,1,0.0779,0.886,0.00128,0.11,0.83,80.994,4
spotify:track:5pU2jicRzE4NAgXE7rOcKV,"I Will Survive","The Angry Birds Movie (Original Motion Picture Soundtrack)","Demi Lovato",2016-05-06,245986,73,false,791qjlx1xymqu60b4wrzoncpw,2026-03-25T05:56:11Z,"","Atlantic Records",0.661,0.94,11,-4.48,0,0.0614,0.0106,0,0.157,0.805,122.001,4
spotify:track:3mPAhyYswPqr9dCTAdCqyV,"1-800","bbno$","bbno$;Ironmouse",2025-10-17,209520,78,true,791qjlx1xymqu60b4wrzoncpw,2026-03-25T15:44:24Z,"","bbno$$",0.66,0.959,8,-3.602,0,0.0485,0.0228,0.00503,0.0794,0.883,131.975,4
spotify:track:5MMLS3xm12D7N26xlfFApr,"Runaway Baby","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,148448,77,false,791qjlx1xymqu60b4wrzoncpw,2026-03-26T01:28:01Z,"","Atlantic Records",0.658,0.762,10,-3.028,0,0.0425,0.263,0,0.127,0.823,163.864,4
